candidate_name,candidate_id,office,district,party,committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,disbursement_description,disbursement_purpose_category,disbursement_date,disbursement_amount,disbursement_type_description,memo_text,line_number_label
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-31,41.44,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,THE MELLMAN GROUP,WASHINGTON,DC,200074458,TRAVEL,OTHER,2024-07-31,2179.16,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL FEES,OTHER,2024-07-31,79.22,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-31,39.05,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,MOORE CAMPAIGNS,WASHINGTON,DC,200022146,PRINTING,ADVERTISING,2024-07-31,8200.71,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"REYNOLDS, ROBERT",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,1587.62,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"REYNOLDS, MARGARET",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,1087.38,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"MORETTO, MARIO",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,1581.22,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"JENKINS, DAN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,3337.9,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"HALE, HELEN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,1589.23,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"DRUMMOND, KATHERINE",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-31,607.62,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL - SEE BELOW IF ITEMIZED,OTHER,2024-07-31,9790.97,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-30,23.05,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,NORPAC,ENGLEWOOD CLIFFS,NJ,076320543,CREDIT CARD PROCESSING FEE,OTHER,2024-07-29,37.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-29,99.3,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DALE RAND PRINTING,PORTLAND,ME,041012631,PRINTING,ADVERTISING,2024-07-29,14768.75,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,BLUE ROSE,WASHINGTON,DC,200016700,SOFTWARE,OTHER,2024-07-29,25.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING FEE,OTHER,2024-07-29,2699.39,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-29,22.76,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMALGAMATED BANK,WASHINGTON,DC,200061202,BANK FEE,OTHER,2024-07-26,361.1,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SOUTHERN MAINE LABOR COUNCIL,WINDHAM,ME,040621933,PRINT ADVERTISEMENT,ADVERTISING,2024-07-26,1000.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"HALE, HELEN",LEWISTON,ME,042437108,MILEAGE,OTHER,2024-07-26,31.5,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMALGAMATED BANK,WASHINGTON,DC,200061202,BANK FEE,OTHER,2024-07-25,128.31,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"BEACON MEDIA, LLC",WASHINGTON,DC,200062423,AD BUY,OTHER,2024-07-25,121974.86,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-25,21.59,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"BEACON MEDIA, LLC",WASHINGTON,DC,200062423,AD BUY,OTHER,2024-07-25,256889.8,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-25,202.8,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-25,44.32,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-25,3.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,CITY OF LEWISTON,LEWISTON,ME,042407204,UTILITIES,OTHER,2024-07-25,86.1,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,MBA CONSULTING GROUP,WASHINGTON,DC,200034303,COMPLIANCE SERVICES,OTHER,2024-07-25,4383.1,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-25,294.39,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-25,285.85,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SKELTON TAINTOR & ABBOTT,LEWISTON,ME,042406594,LEGAL SERVICES,OTHER,2024-07-25,78.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ARISTOTLE INTERNATIONAL POLITICAL ACTION COMMITTEE (ARISTOTLE PAC),WASHINGTON,DC,200031164,CREDIT CARD PROCESSING FEE,OTHER,2024-07-23,25.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-23,30.15,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SHOPIFY,NEW YORK,NY,100122632,CREDIT CARD PROCESSING FEE,OTHER,2024-07-22,1.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING FEE,OTHER,2024-07-22,1797.65,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,APOLLO ARTISTRY,CHICAGO,IL,606013203,WEB HOSTING,OTHER,2024-07-19,100.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,STONECUTTERS KITCHEN,STONINGTON,ME,046813617,MEALS,TRAVEL,2024-07-18,127.63,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-18,13.2,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-18,65.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-18,516.9,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"BEACON MEDIA, LLC",WASHINGTON,DC,200062423,AD BUY,OTHER,2024-07-18,256501.52,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,STONECUTTERS KITCHEN,STONINGTON,ME,046813617,MEALS,TRAVEL,2024-07-18,97.04,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"BCOM SOLUTIONS, LLC",LINCOLN,NE,685081401,DIGITAL CONSULTING,OTHER,2024-07-17,6000.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,THE MELLMAN GROUP,WASHINGTON,DC,200074458,POLLING,OTHER,2024-07-17,22400.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"SECUNDA, THOMAS",CROTON ON HUDSON,NY,105203523,VOID OF CHECK ISSUED 6/24/24,REFUNDS,2024-07-16,-6600.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"SECUNDA, CINDY",CROTON ON HUDSON,NY,105203523,VOID OF CHECK ISSUED 6/24/24,REFUNDS,2024-07-16,-6600.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"SECUNDA, CINDY",CROTON ON HUDSON,NY,105203523,REISSUED CHECK: CONTRIBUTION REFUND,REFUNDS,2024-07-16,6600.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"SECUNDA, THOMAS",CROTON ON HUDSON,NY,105203523,REISSUED CHECK: CONTRIBUTION REFUND,REFUNDS,2024-07-16,6600.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SEA DOG BREWING CO,SOUTH PORTLAND,ME,041062413,MEALS,TRAVEL,2024-07-16,256.3,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,IRVING OIL,PORTSMOUTH,NH,038013438,TRAVEL,OTHER,2024-07-16,40.85,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,CITY OF LEWISTON,LEWISTON,ME,042407204,UTILITIES,OTHER,2024-07-16,1.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"KAMEN, AL",NEW YORK,NY,100222379,CONTRIBUTION REFUND,REFUNDS,2024-07-15,250.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-15,25.05,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,HANNAFORD SUPERMARKET,BANGOR,ME,044013341,MEALS,TRAVEL,2024-07-15,88.84,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING FEE,OTHER,2024-07-15,1381.07,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL FEES,OTHER,2024-07-15,79.22,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL TAXES,OTHER,2024-07-15,4597.83,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,THE MAPLE PIG,PRESQUE ISLE,ME,047692235,MEALS,TRAVEL,2024-07-15,237.92,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"MORETTO, MARIO",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,1581.22,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"JENKINS, DAN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,3337.9,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"DRUMMOND, KATHERINE",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,390.75,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"HALE, HELEN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,1589.23,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"REYNOLDS, ROBERT",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,1977.37,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"REYNOLDS, MARGARET",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-15,1087.38,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL - SEE BELOW IF ITEMIZED,OTHER,2024-07-15,9963.85,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-15,99.01,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"BCOM SOLUTIONS, LLC",LINCOLN,NE,685081401,DIGITAL CONSULTING,OTHER,2024-07-15,5143.38,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,CORNER BAKERY CAFE,WASHINGTON,DC,200011531,CATERING,FUNDRAISING,2024-07-11,142.42,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-11,13.2,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-11,121.48,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-11,805.32,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-11,19.8,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-11,24.71,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-11,36.52,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-10,19.99,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,UBER,SAN FRANCISCO,CA,941031355,TRAVEL,OTHER,2024-07-10,22.36,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,UNITED HEALTHCARE,CHICAGO,IL,606564761,INSURANCE,OTHER,2024-07-10,613.13,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"JENKINS, DAN",LEWISTON,ME,042437108,MILEAGE REIMBURSEMENT,OTHER,2024-07-09,931.2,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,CAVA,WASHINGTON,DC,200362602,MEALS,TRAVEL,2024-07-09,16.67,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,CAVA,WASHINGTON,DC,200362602,MEALS,TRAVEL,2024-07-09,198.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,LYFT,SAN FRANCISCO,CA,941072503,TRAVEL,OTHER,2024-07-09,25.01,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SCARLET OAK RESTAURANT & BAR,WASHINGTON,DC,200033382,MEALS,TRAVEL,2024-07-09,389.8,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ATLANTIC LIMOUSINE OF MAINE,SCARBOROUGH,ME,040748230,TRAVEL,OTHER,2024-07-09,216.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"MACKEY, JOE",SOUTH PORTLAND,ME,041061531,CONTRIBUTION REFUND,REFUNDS,2024-07-08,500.0,CONTRIBUTION REFUND TO INDIVIDUAL,,Refunds of Contributions to Individuals/Persons Other Than Political Committees
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,CREDIT CARD PROCESSING FEE,OTHER,2024-07-08,2152.75,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,UBER,SAN FRANCISCO,CA,941031355,TRAVEL,OTHER,2024-07-08,16.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,UBER,SAN FRANCISCO,CA,941031355,TRAVEL,OTHER,2024-07-08,14.97,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SPORTSMAN'S ALLIANCE OF MAINE,AUGUSTA,ME,043308210,CHARITABLE CONTRIBUTION,OTHER,2024-07-05,1000.0,,,Other Disbursements
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,BERGER HIRSCHBERG STRATEGIES,WASHINGTON,DC,200054957,FUNDRAISING CONSULTING,OTHER,2024-07-05,19775.7,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,JB CONSULTING LLC,SKOWHEGAN,ME,049765232,FUNDRAISING CONSULTING,OTHER,2024-07-05,2000.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"HACKETT SECURITY, INC.",SAINT LOUIS,MO,631241136,SECURITY SERVICES,OTHER,2024-07-05,138.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,RWT PRODUCTION LLC,ANNANDALE,VA,220034125,DIRECT MAIL PRODUCTION,FUNDRAISING,2024-07-05,1152.21,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-05,42.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,FIRST DATA,ATLANTA,GA,303421651,CREDIT CARD PROCESSING FEE,OTHER,2024-07-03,59.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMERICAN AIRLINES,DALLAS,TX,752619616,TRAVEL,OTHER,2024-07-03,28.77,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMERICAN AIRLINES,DALLAS,TX,752619616,TRAVEL,OTHER,2024-07-03,50.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMERICAN AIRLINES,DALLAS,TX,752619616,TRAVEL,OTHER,2024-07-03,1078.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-03,30.45,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-03,37.9,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,FIRST DATA,ATLANTA,GA,303421651,CREDIT CARD PROCESSING FEE,OTHER,2024-07-03,101.27,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,FIRST DATA,ATLANTA,GA,303421651,CREDIT CARD PROCESSING FEE,OTHER,2024-07-03,54.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,DEMOCRACY ENGINE LLC,WASHINGTON,DC,200011801,CREDIT CARD PROCESSING FEE,OTHER,2024-07-02,338.11,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2024-07-02,176.16,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,USPS,LEWISTON,ME,042407136,POSTAGE,ADMINISTRATIVE,2024-07-02,87.85,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,FDM CONNECTS LLC,SANTA MONICA,CA,904053004,DIRECT MAIL,FUNDRAISING,2024-07-02,15876.39,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2024-07-02,85.94,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,THE MELLMAN GROUP,WASHINGTON,DC,200074458,POLLING,OTHER,2024-07-02,29850.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SUBSCRIPTION,OTHER,2024-07-02,24.14,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,SABATTUS STREET SELF STORAGE,LEWISTON,ME,042402110,STORAGE RENT,ADMINISTRATIVE,2024-07-02,142.95,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,AMERICAN AIRLINES,DALLAS,TX,752619616,TRAVEL,OTHER,2024-07-01,263.72,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,WALMART,AUBURN,ME,042108651,OFFICE SUPPLIES,ADMINISTRATIVE,2024-07-01,210.99,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL TAXES,OTHER,2024-07-01,2760.01,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,WAL-MART,AUBURN,ME,042108651,OFFICE SUPPLIES,ADMINISTRATIVE,2024-07-01,210.99,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,BLUE ROSE,WASHINGTON,DC,200016700,SOFTWARE,OTHER,2024-07-01,25.0,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL FEES,OTHER,2024-07-01,73.72,,,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"JENKINS, DAN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-01,3337.9,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"HALE, HELEN",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-01,1589.23,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"DRUMMOND, KATHERINE",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-01,390.75,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"REYNOLDS, MARGARET",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-01,655.62,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,"MORETTO, MARIO",LEWISTON,ME,042437108,SALARY,ADMINISTRATIVE,2024-07-01,227.88,,*,Operating Expenditures
"GOLDEN, JARED",H8ME02185,House,02,DEMOCRATIC PARTY,C00653816,PAYROLL DATA PROCESSING,TAMPA,FL,336295611,PAYROLL - SEE BELOW IF ITEMIZED,OTHER,2024-07-01,6201.38,,,Operating Expenditures
