candidate_name,candidate_id,office,district,committee_id,report_type,report_year,coverage_start_date,coverage_end_date,receipt_date,total_receipts,total_disbursements,cash_on_hand,pdf_url,document_description
"GOLDEN, JARED",H8ME02185,House,02,C00653816,OCTOBER QUARTERLY,2022,2022-07-01,2022-09-30,2022-10-15T00:00:00,,,,https://docquery.fec.gov/pdf/757/202210159536899757/202210159536899757.pdf,OCTOBER QUARTERLY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,,2022,,,2022-08-04T00:00:00,,,,https://docquery.fec.gov/pdf/823/202208049525118823/202208049525118823.pdf,Statement of Organization 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,PRE-PRIMARY,2022,2022-04-01,2022-05-25,2022-07-25T00:00:00,356773.81,246704.08,1847273.87,https://docquery.fec.gov/pdf/747/202207259525047747/202207259525047747.pdf,PRE-PRIMARY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,APRIL QUARTERLY,2022,2022-01-01,2022-03-31,2022-07-25T00:00:00,635406.5,324470.74,1737204.14,https://docquery.fec.gov/pdf/793/202207259525046793/202207259525046793.pdf,APRIL QUARTERLY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,JULY QUARTERLY,2022,2022-05-26,2022-06-30,2022-07-15T00:00:00,622860.14,162251.16,2307882.85,https://docquery.fec.gov/pdf/491/202207159521868491/202207159521868491.pdf,JULY QUARTERLY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,,2022,,,2022-07-15T00:00:00,,,,https://docquery.fec.gov/pdf/328/202207159521858328/202207159521858328.pdf,Statement of Organization 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,APRIL QUARTERLY,2022,2022-01-01,2022-03-31,2022-07-15T00:00:00,635406.5,324470.74,1737204.14,https://docquery.fec.gov/pdf/449/202207159521866449/202207159521866449.pdf,APRIL QUARTERLY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,YEAR-END,2021,2021-10-01,2021-12-31,2022-07-15T00:00:00,454421.79,289880.91,1426268.38,https://docquery.fec.gov/pdf/349/202207159521860349/202207159521860349.pdf,YEAR-END 2021
"GOLDEN, JARED",H8ME02185,House,02,C00653816,PRE-PRIMARY,2022,2022-04-01,2022-05-25,2022-07-15T00:00:00,356773.81,246704.08,1847273.87,https://docquery.fec.gov/pdf/879/202207159521867879/202207159521867879.pdf,PRE-PRIMARY 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,,2022,,,2022-06-14T00:00:00,,,,https://docquery.fec.gov/pdf/722/202206149514857722/202206149514857722.pdf,Statement of Organization 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-12T00:00:00,,,,https://docquery.fec.gov/pdf/755/202206129514851755/202206129514851755.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-11T00:00:00,,,,https://docquery.fec.gov/pdf/127/202206119514849127/202206119514849127.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-09T00:00:00,,,,https://docquery.fec.gov/pdf/707/202206099514815707/202206099514815707.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"GOLDEN, JARED",H8ME02185,House,02,C00653816,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-08T00:00:00,,,,https://docquery.fec.gov/pdf/426/202206089514800426/202206089514800426.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"CLARK, JAMES L.",H6ME02189,House,02,C00927624,APRIL QUARTERLY,2026,2026-01-01,2026-03-31,2026-04-08T00:00:00,550.0,0.0,550.0,https://docquery.fec.gov/pdf/425/202604089857021425/202604089857021425.pdf,APRIL QUARTERLY 2026
"CLARK, JAMES L.",H6ME02189,House,02,C00927624,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-07T00:00:00,50.0,0.0,50.0,https://docquery.fec.gov/pdf/088/202601079793921088/202601079793921088.pdf,YEAR-END 2025
"CLARK, JAMES L.",H6ME02189,House,02,C00927624,,2025,,,2025-11-20T00:00:00,,,,https://docquery.fec.gov/pdf/852/202511209792746852/202511209792746852.pdf,Statement of Organization 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2026,,,2026-03-31T00:00:00,,,,https://docquery.fec.gov/pdf/700/202603319856923700/202603319856923700.pdf,Statement of Organization 2026
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-13T00:00:00,11050.77,16384.23,3438.24,https://docquery.fec.gov/pdf/490/202601139793967490/202601139793967490.pdf,YEAR-END 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-12-08T00:00:00,0.26,1980.68,10499.67,https://docquery.fec.gov/pdf/291/202512089793383291/202512089793383291.pdf,JULY QUARTERLY 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-12-08T00:00:00,0.0,1727.97,8771.7,https://docquery.fec.gov/pdf/389/202512089793383389/202512089793383389.pdf,OCTOBER QUARTERLY 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-11-25T00:00:00,,,,https://docquery.fec.gov/pdf/454/202511250300333454/202511250300333454.pdf,RFAI: OCTOBER QUARTERLY 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-30T00:00:00,,,,https://docquery.fec.gov/pdf/822/202507300300327822/202507300300327822.pdf,RFAI: JULY QUARTERLY 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2025-05-04T00:00:00,,,,https://docquery.fec.gov/pdf/772/202505040300324772/202505040300324772.pdf,RFAI: OCTOBER QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2025,,,2025-04-08T00:00:00,,,,https://docquery.fec.gov/pdf/531/202504089755144531/202504089755144531.pdf,Statement of Organization 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,APRIL QUARTERLY,2025,2025-01-01,2025-03-31,2025-04-08T00:00:00,0.0,1740.99,12480.09,https://docquery.fec.gov/pdf/535/202504089755144535/202504089755144535.pdf,APRIL QUARTERLY 2025
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2024,2024-12-06,2024-12-31,2025-02-01T00:00:00,14350.0,290.99,14221.08,https://docquery.fec.gov/pdf/071/202502019753187071/202502019753187071.pdf,YEAR-END 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2024,2024-12-06,2024-12-31,2025-02-01T00:00:00,14350.0,290.99,14221.08,https://docquery.fec.gov/pdf/110/202502019753187110/202502019753187110.pdf,YEAR-END 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,POST-GENERAL,2024,2024-10-17,2024-11-25,2024-12-05T00:00:00,2166.06,36696.87,493.06,https://docquery.fec.gov/pdf/121/202412059739554121/202412059739554121.pdf,POST-GENERAL 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-10-24T00:00:00,17645.94,21873.68,1643.21,https://docquery.fec.gov/pdf/915/202410249719543915/202410249719543915.pdf,JULY QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,PRE-GENERAL,2024,2024-10-01,2024-10-16,2024-10-24T00:00:00,11448.6,5839.62,35023.87,https://docquery.fec.gov/pdf/017/202410249719551017/202410249719551017.pdf,PRE-GENERAL 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2024-10-24T00:00:00,80511.87,52740.19,29414.89,https://docquery.fec.gov/pdf/002/202410249719545002/202410249719545002.pdf,OCTOBER QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2024-10-16T00:00:00,80511.87,52740.19,29414.59,https://docquery.fec.gov/pdf/574/202410169698537574/202410169698537574.pdf,OCTOBER QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-10-16T00:00:00,17645.64,21873.68,1642.91,https://docquery.fec.gov/pdf/410/202410169698537410/202410169698537410.pdf,JULY QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,PRE-PRIMARY,2024,2024-04-01,2024-05-22,2024-10-09T00:00:00,7588.65,8704.44,5870.95,https://docquery.fec.gov/pdf/128/202410099684840128/202410099684840128.pdf,PRE-PRIMARY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2023,2023-10-01,2023-12-31,2024-10-09T00:00:00,21435.09,11720.25,9714.84,https://docquery.fec.gov/pdf/016/202410099684840016/202410099684840016.pdf,YEAR-END 2023
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-10-09T00:00:00,20793.01,23521.11,6986.74,https://docquery.fec.gov/pdf/045/202410099684840045/202410099684840045.pdf,APRIL QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-10-09T00:00:00,17755.04,21873.68,1752.31,https://docquery.fec.gov/pdf/183/202410099684840183/202410099684840183.pdf,JULY QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-09-05T00:00:00,,,,https://docquery.fec.gov/pdf/612/202409050300220612/202409050300220612.pdf,RFAI: APRIL QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-09-05T00:00:00,,,,https://docquery.fec.gov/pdf/609/202409050300220609/202409050300220609.pdf,RFAI: JULY QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-07-15T00:00:00,20793.01,23521.11,13973.48,https://docquery.fec.gov/pdf/424/202407159653655424/202407159653655424.pdf,APRIL QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2023,2023-10-01,2023-12-31,2024-07-15T00:00:00,21435.09,11720.25,9714.84,https://docquery.fec.gov/pdf/316/202407159653638316/202407159653638316.pdf,YEAR-END 2023
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,PRE-PRIMARY,2024,2024-04-01,2024-05-22,2024-07-15T00:00:00,7588.65,8704.44,12857.69,https://docquery.fec.gov/pdf/472/202407159653656472/202407159653656472.pdf,PRE-PRIMARY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-07-15T00:00:00,17755.04,21873.68,8739.05,https://docquery.fec.gov/pdf/663/202407159653656663/202407159653656663.pdf,JULY QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2024,,,2024-07-09T00:00:00,,,,https://docquery.fec.gov/pdf/794/202407100300214794/202407100300214794.pdf,Notice of Paper Filing 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,PRE-PRIMARY,2024,2024-04-01,2024-05-22,2024-05-31T00:00:00,,,,https://docquery.fec.gov/pdf/691/202405310300212691/202405310300212691.pdf,RFAI: PRE-PRIMARY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2024,2024-04-01,2024-05-30,2024-05-30T00:00:00,,,,https://docquery.fec.gov/pdf/716/202406040300472716/202406040300472716.pdf,Miscellaneous Report to FEC 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-04-17T00:00:00,20793.01,23521.11,7186.74,https://docquery.fec.gov/pdf/653/202404220300469653/202404220300469653.pdf,APRIL QUARTERLY 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,YEAR-END,2023,2023-10-01,2023-12-31,2024-02-01T00:00:00,21435.09,11720.25,9714.84,https://docquery.fec.gov/pdf/937/202402060300461937/202402060300461937.pdf,YEAR-END 2023
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2024,,,2024-01-10T00:00:00,,,,https://docquery.fec.gov/pdf/491/202401100300198491/202401100300198491.pdf,RFAI: Document 2024
"RUSSELL, RONALD CHARLES MR.",H4ME01160,House,01,C00860379,,2023,,,2023-12-08T00:00:00,,,,https://docquery.fec.gov/pdf/923/202312150300455923/202312150300455923.pdf,Statement of Organization 2023
"ROBERTS, TIFFANY DANIELLE",H6ME01280,House,01,C00925487,YEAR-END,2025,2025-07-01,2025-12-31,2026-01-30T00:00:00,13228.61,8428.88,4799.73,https://docquery.fec.gov/pdf/434/202601309794923434/202601309794923434.pdf,YEAR-END 2025
"ROBERTS, TIFFANY DANIELLE",H6ME01280,House,01,C00925487,,2025,,,2025-11-04T00:00:00,,,,https://docquery.fec.gov/pdf/127/202511049792572127/202511049792572127.pdf,Statement of Organization 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-31T00:00:00,307426.29,172809.88,851022.67,https://docquery.fec.gov/pdf/364/202601319795678364/202601319795678364.pdf,YEAR-END 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2026,,,2026-01-27T00:00:00,,,,https://docquery.fec.gov/pdf/086/202601279794242086/202601279794242086.pdf,Statement of Organization 2026
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2026,,,2026-01-15T00:00:00,,,,https://docquery.fec.gov/pdf/117/202601159794005117/202601159794005117.pdf,Statement of Organization 2026
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2026,,,2026-01-05T00:00:00,,,,https://docquery.fec.gov/pdf/717/202601059793905717/202601059793905717.pdf,Statement of Organization 2026
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-21T00:00:00,363943.25,175317.9,716406.26,https://docquery.fec.gov/pdf/720/202510219791976720/202510219791976720.pdf,OCTOBER QUARTERLY 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-15T00:00:00,363943.25,175317.9,716406.26,https://docquery.fec.gov/pdf/162/202510159790997162/202510159790997162.pdf,OCTOBER QUARTERLY 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-15T00:00:00,552781.38,25000.47,527780.91,https://docquery.fec.gov/pdf/454/202507159763191454/202507159763191454.pdf,JULY QUARTERLY 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2025,,,2025-06-04T00:00:00,,,,https://docquery.fec.gov/pdf/265/202506049761837265/202506049761837265.pdf,Statement of Organization 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2025,,,2025-05-09T00:00:00,,,,https://docquery.fec.gov/pdf/470/202505099760911470/202505099760911470.pdf,Statement of Organization 2025
"LEPAGE, PAUL",H6ME02148,House,02,C00904094,,2025,,,2025-05-04T00:00:00,,,,https://docquery.fec.gov/pdf/032/202505049758927032/202505049758927032.pdf,Statement of Organization 2025
"SIGEL, LOUIS MR.",H6ME02155,House,02,C00915439,,2025,,,2025-09-07T00:00:00,,,,https://docquery.fec.gov/pdf/165/202509070300331165/202509070300331165.pdf,RFAI: Document 2025
"SIGEL, LOUIS MR.",H6ME02155,House,02,C00915439,,2025,,,2025-08-09T00:00:00,,,,https://docquery.fec.gov/pdf/828/202508099789448828/202508099789448828.pdf,Statement of Organization 2025
"LOUD, PAIGE",H6ME02205,House,02,C00931352,,2026,,,2026-01-28T00:00:00,,,,https://docquery.fec.gov/pdf/913/202601289794288913/202601289794288913.pdf,Miscellaneous Report to FEC 2026
"LOUD, PAIGE",H6ME02205,House,02,C00931352,,2026,,,2026-01-26T00:00:00,,,,https://docquery.fec.gov/pdf/139/202601269794180139/202601269794180139.pdf,Statement of Organization 2026
"LOUD, PAIGE",H6ME02205,House,02,C00931352,,2025,,,2025-12-20T00:00:00,,,,https://docquery.fec.gov/pdf/620/202512209793733620/202512209793733620.pdf,Statement of Organization 2025
"LOUD, PAIGE",H6ME02205,House,02,C00931352,,2025,,,2025-12-20T00:00:00,,,,https://docquery.fec.gov/pdf/616/202512209793733616/202512209793733616.pdf,Statement of Organization 2025
"LOUD, PAIGE",H6ME02205,House,02,C00931352,,2025,,,2025-12-19T00:00:00,,,,https://docquery.fec.gov/pdf/642/202512199793626642/202512199793626642.pdf,Statement of Organization 2025
"DUNLAP, MATT",H6ME02171,House,02,C00922377,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-30T00:00:00,290328.4,135658.74,154669.66,https://docquery.fec.gov/pdf/754/202601309794654754/202601309794654754.pdf,YEAR-END 2025
"DUNLAP, MATT",H6ME02171,House,02,C00922377,,2025,,,2025-10-06T00:00:00,,,,https://docquery.fec.gov/pdf/569/202510069790678569/202510069790678569.pdf,Statement of Organization 2025
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-28T00:00:00,57087.14,68731.33,446826.17,https://docquery.fec.gov/pdf/027/202601289794252027/202601289794252027.pdf,YEAR-END 2025
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-14T00:00:00,59473.32,35727.29,458470.36,https://docquery.fec.gov/pdf/867/202510149790797867/202510149790797867.pdf,OCTOBER QUARTERLY 2025
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-15T00:00:00,92337.52,36278.19,434724.33,https://docquery.fec.gov/pdf/505/202507159762898505/202507159762898505.pdf,JULY QUARTERLY 2025
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2025,2025-01-01,2025-03-31,2025-04-14T00:00:00,56190.4,93203.63,378665.0,https://docquery.fec.gov/pdf/007/202504149755274007/202504149755274007.pdf,APRIL QUARTERLY 2025
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2024,2024-11-26,2024-12-31,2025-01-31T00:00:00,5147.38,9325.48,415678.23,https://docquery.fec.gov/pdf/763/202501319748921763/202501319748921763.pdf,YEAR-END 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2024,2024-10-17,2024-11-25,2024-12-05T00:00:00,32520.2,12895.21,419856.33,https://docquery.fec.gov/pdf/098/202412059731352098/202412059731352098.pdf,POST-GENERAL 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-11-02T00:00:00,,,,https://docquery.fec.gov/pdf/971/202411029719917971/202411029719917971.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-10-31T00:00:00,,,,https://docquery.fec.gov/pdf/661/202410319719859661/202410319719859661.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-10-24T00:00:00,,,,https://docquery.fec.gov/pdf/732/202410249710322732/202410249710322732.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-10-23T00:00:00,,,,https://docquery.fec.gov/pdf/169/202410239710133169/202410239710133169.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-GENERAL,2024,2024-10-01,2024-10-16,2024-10-23T00:00:00,19297.27,184052.57,400231.34,https://docquery.fec.gov/pdf/657/202410239710131657/202410239710131657.pdf,PRE-GENERAL 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-10-20T00:00:00,,,,https://docquery.fec.gov/pdf/213/202410209699293213/202410209699293213.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2024,2024-07-01,2024-09-30,2024-10-14T00:00:00,174130.22,81318.47,564986.64,https://docquery.fec.gov/pdf/490/202410149685173490/202410149685173490.pdf,OCTOBER QUARTERLY 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,,2024,,,2024-08-02T00:00:00,,,,https://docquery.fec.gov/pdf/636/202408029666055636/202408029666055636.pdf,Statement of Organization 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2024,2024-05-23,2024-06-30,2024-07-15T00:00:00,77951.09,11526.53,472174.89,https://docquery.fec.gov/pdf/308/202407159653711308/202407159653711308.pdf,JULY QUARTERLY 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-06-07T00:00:00,,,,https://docquery.fec.gov/pdf/783/202406079648878783/202406079648878783.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-06-04T00:00:00,,,,https://docquery.fec.gov/pdf/894/202406049648847894/202406049648847894.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-05-29T00:00:00,,,,https://docquery.fec.gov/pdf/492/202405299648786492/202405299648786492.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-PRIMARY,2024,2024-04-01,2024-05-22,2024-05-29T00:00:00,36265.74,18170.14,405750.33,https://docquery.fec.gov/pdf/171/202405299648785171/202405299648785171.pdf,PRE-PRIMARY 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2024,,,2024-05-25T00:00:00,,,,https://docquery.fec.gov/pdf/794/202405259648781794/202405259648781794.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2024,2024-01-01,2024-03-31,2024-04-14T00:00:00,55174.93,55608.71,387654.73,https://docquery.fec.gov/pdf/010/202404149627647010/202404149627647010.pdf,APRIL QUARTERLY 2024
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2023,2023-10-01,2023-12-31,2024-01-29T00:00:00,50631.24,83963.48,388088.51,https://docquery.fec.gov/pdf/736/202401299600550736/202401299600550736.pdf,YEAR-END 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2023,2023-07-01,2023-09-30,2023-10-13T00:00:00,71515.52,47563.5,421420.75,https://docquery.fec.gov/pdf/732/202310139597647732/202310139597647732.pdf,OCTOBER QUARTERLY 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2023,2023-04-01,2023-06-30,2023-07-14T00:00:00,108745.35,68513.47,397468.73,https://docquery.fec.gov/pdf/159/202307149582827159/202307149582827159.pdf,JULY QUARTERLY 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,,2023,,,2023-06-18T00:00:00,,,,https://docquery.fec.gov/pdf/386/202306189582175386/202306189582175386.pdf,Statement of Organization 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,,2023,,,2023-04-21T00:00:00,,,,https://docquery.fec.gov/pdf/109/202304219581256109/202304219581256109.pdf,Miscellaneous Report to FEC 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2022,2022-07-01,2022-09-30,2023-04-14T00:00:00,108459.87,129978.45,594325.12,https://docquery.fec.gov/pdf/100/202304149580435100/202304149580435100.pdf,OCTOBER QUARTERLY 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2023,2023-01-01,2023-03-31,2023-04-14T00:00:00,39580.08,86618.57,357236.85,https://docquery.fec.gov/pdf/929/202304149580435929/202304149580435929.pdf,APRIL QUARTERLY 2023
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2022,2022-10-20,2022-11-28,2023-03-20T00:00:00,,,,https://docquery.fec.gov/pdf/280/202303200300176280/202303200300176280.pdf,RFAI: POST-GENERAL 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2022,2022-11-29,2022-12-31,2023-01-29T00:00:00,8934.11,17296.48,404275.34,https://docquery.fec.gov/pdf/727/202301299575136727/202301299575136727.pdf,YEAR-END 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2022,2022-10-20,2022-11-28,2022-12-08T00:00:00,45067.12,105201.59,412637.71,https://docquery.fec.gov/pdf/055/202212089550403055/202212089550403055.pdf,POST-GENERAL 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-11-04T00:00:00,,,,https://docquery.fec.gov/pdf/451/202211049546708451/202211049546708451.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-11-02T00:00:00,,,,https://docquery.fec.gov/pdf/516/202211029546700516/202211029546700516.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
